scientific_name,longitude,latitude
Cloud forest,-98.8293058807614,20.862360667375
Cloud forest,-97.587639219137,20.0456940040945
Cloud forest,-97.5626392192386,19.9540273378079
Cloud forest,-98.8626392139594,21.0373606666494
Cloud forest,-98.4043058824873,20.3873606693445
Cloud forest,-97.7543058851269,19.9790273377043
Cloud forest,-98.0626392172081,20.3456940028506
Cloud forest,-97.5126392194416,19.9373606712104
Cloud forest,-98.4793058821827,20.7040273346982
Cloud forest,-97.7459725518274,19.987360671003
Cloud forest,-98.8543058806599,21.0456939999482
Cloud forest,-98.704305881269,21.0373606666494
Cloud forest,-98.145972550203,20.2206940033689
Cloud forest,-98.2876392162944,20.4373606691372
Cloud forest,-98.6126392149746,20.8040273342835
Cloud forest,-98.6043058816751,21.0706939998445
Cloud forest,-97.8293058848223,19.9956940043018
Cloud forest,-98.8626392139594,20.8956940005701
Cloud forest,-98.4126392157868,20.7290273345945
Cloud forest,-98.5293058819797,20.9790273335579
Cloud forest,-98.3543058826904,20.4956940022287
Cloud forest,-99.4709725448223,22.154027328686
Cloud forest,-97.4376392197462,19.912360671314
Cloud forest,-98.3043058828934,20.3206940029543
Cloud forest,-98.145972550203,20.5290273354238
Cloud forest,-98.8709725472589,20.9540273336616
Cloud forest,-98.6126392149746,20.9706940002591
Cloud forest,-98.3209725494924,20.6123606684116
Cloud forest,-98.3543058826904,20.6373606683079
Cloud forest,-98.179305883401,20.4373606691372
Cloud forest,-98.3376392160914,20.3540273361494
Cloud forest,-97.7126392186294,19.987360671003
Cloud forest,-98.4709725488833,20.4873606689299
Cloud forest,-98.3709725492893,20.6123606684116
Cloud forest,-97.9126392178173,20.2956940030579
Cloud forest,-98.3709725492893,20.6790273348018
Cloud forest,-98.5376392152792,20.7290273345945
Cloud forest,-97.7876392183249,20.0956940038872
Cloud forest,-98.9626392135533,21.0290273333506
Cloud forest,-98.8626392139594,21.0123606667531
Cloud forest,-98.754305881066,20.7706940010884
Cloud forest,-98.9959725467513,21.1456939995335
Cloud forest,-98.179305883401,20.370694002747
Cloud forest,-97.8709725513198,20.2123606700701
Cloud forest,-97.8293058848223,20.0540273373933
Cloud forest,-98.6376392148731,20.8540273340762
Cloud forest,-97.8626392180203,20.0956940038872
Cloud forest,-98.5876392150761,20.9206940004665
Cloud forest,-98.3293058827919,20.3623606694482
Cloud forest,-97.4793058862437,19.9206940046128
Cloud forest,-98.5876392150761,20.9790273335579
Cloud forest,-98.5626392151777,20.8456940007774
Cloud forest,-98.4126392157868,20.7540273344909
Cloud forest,-97.8959725512183,20.2790273364604
Cloud forest,-98.8293058807614,20.8373606674787
Cloud forest,-97.620972552335,19.987360671003
Cloud forest,-97.7376392185279,19.9623606711067
Cloud forest,-98.9459725469543,20.9456940003628
Cloud forest,-97.9376392177157,20.2123606700701
Cloud forest,-98.3459725493909,20.5123606688262
Cloud forest,-98.5959725483756,20.8290273341799
Cloud forest,-98.6543058814721,21.0123606667531
Cloud forest,-97.8876392179188,20.1123606704848
Cloud forest,-98.6709725480711,21.0040273334543
Cloud forest,-98.737639214467,21.0206940000518
Cloud forest,-97.8126392182234,20.1290273370823
Cloud forest,-98.8793058805584,20.937360667064
Cloud forest,-98.2626392163959,20.4206940025396
Cloud forest,-98.4876392154822,20.6206940017104
Cloud forest,-98.0876392171066,20.5790273352165
Cloud forest,-97.8793058846193,20.104027337186
Cloud forest,-98.6459725481726,20.8540273340762
Cloud forest,-98.9876392134518,20.9540273336616
Cloud forest,-97.5126392194416,19.9456940045091
Cloud forest,-97.7876392183249,20.029027337497
Cloud forest,-98.4793058821827,20.4956940022287
Cloud forest,-98.3793058825888,20.595694001814
Cloud forest,-98.6376392148731,20.9290273337652
Cloud forest,-98.4709725488833,20.7456940011921
Cloud forest,-97.9626392176142,20.3206940029543
Cloud forest,-98.162639216802,20.3456940028506
Cloud forest,-98.1709725501015,20.4540273357348
Cloud forest,-98.5543058818782,20.6623606682043
Cloud forest,-97.8709725513198,20.1706940035762
Cloud forest,-97.8793058846193,20.1623606702774
Cloud forest,-98.9876392134518,20.9456940003628
Cloud forest,-98.1376392169036,20.2206940033689
Cloud forest,-97.9376392177157,20.0540273373933
Cloud forest,-98.4543058822843,20.6123606684116
Cloud forest,-98.8793058805584,20.8790273339726
Cloud forest,-98.5126392153807,20.9873606668567
Cloud forest,-98.5626392151777,21.0790273331433
Cloud forest,-98.3626392159898,20.4956940022287
Cloud forest,-97.7293058852284,20.0206940041982
Cloud forest,-97.4709725529442,19.9206940046128
Cloud forest,-98.4876392154822,20.6290273350091
Cloud forest,-98.3126392161929,20.3123606696555
Cloud forest,-98.3293058827919,20.6456940016067
Cloud forest,-97.4793058862437,19.9540273378079
Cloud forest,-97.4626392196447,19.9456940045091
Cloud forest,-99.0376392132487,21.1040273330396
Cloud forest,-98.5876392150761,20.6456940016067
Cloud forest,-98.3209725494924,20.5373606687226
Cloud forest,-99.0793058797462,21.2623606657165
Cloud forest,-98.3043058828934,20.3373606695518
Cloud forest,-98.0959725504061,20.3540273361494
Cloud forest,-98.2876392162944,20.3123606696555
Cloud forest,-98.5959725483756,20.8206940008811
Cloud forest,-98.6376392148731,21.0290273333506
Cloud forest,-97.7126392186294,19.9706940044055
Cloud forest,-98.7293058811675,21.0373606666494
Cloud forest,-98.6959725479695,20.9540273336616
Cloud forest,-97.7709725517259,20.0873606705884
Cloud forest,-98.3543058826904,20.712360667997
Cloud forest,-98.2959725495939,20.445694002436
Cloud forest,-97.7459725518274,20.0373606707957
Cloud forest,-98.5126392153807,20.9956940001555
Cloud forest,-98.7126392145685,21.0706939998445
Cloud forest,-98.3126392161929,20.5790273352165
Cloud forest,-98.6626392147716,21.0206940000518
Cloud forest,-98.6793058813706,20.9123606671677
Cloud forest,-98.4626392155837,20.6540273349055
Cloud forest,-98.3293058827919,20.3456940028506
Cloud forest,-98.6043058816751,20.9790273335579
Cloud forest,-97.7459725518274,20.1290273370823
Cloud forest,-97.8626392180203,20.0790273372896
Cloud forest,-98.8626392139594,20.9873606668567
Cloud forest,-98.4126392157868,20.6373606683079
Cloud forest,-98.6209725482741,20.9456940003628
Cloud forest,-97.7626392184264,20.1206940037835
Cloud forest,-97.7626392184264,20.029027337497
Cloud forest,-97.9543058843147,20.3456940028506
Cloud forest,-98.8626392139594,20.9040273338689
Cloud forest,-98.5543058818782,20.6706940015031
Cloud forest,-97.7959725516244,20.0206940041982
Cloud forest,-98.8626392139594,20.9206940004665
Cloud forest,-97.4126392198477,19.9956940043018
Cloud forest,-99.0126392133503,21.1456939995335
